name,country,designation,polyID,point,Acanthixalus_spinosus,Afrixalus_dorsalis,Afrixalus_fulvovittatus,Afrixalus_laevis,Afrixalus_paradorsalis,Afrixalus_quadrivittatus,Afrixalus_vittiger,Afrixalus_weidholzi,Alexteroon_hypsiphonus,Amietophrynus_camerunensis,Amietophrynus_djohongensis,Amietophrynus_gracilipes,Amietophrynus_latifrons,Amietophrynus_maculatus,Amietophrynus_regularis,Amietophrynus_steindachneri,Amietophrynus_superciliaris,Amietophrynus_togoensis,Amietophrynus_tuberosus,Amietophrynus_xeros,Arthroleptis_adelphus,Arthroleptis_poecilonotus,Arthroleptis_sylvaticus,Arthroleptis_variabilis,Astylosternus_diadematus,Astylosternus_laurenti,Astylosternus_montanus,Astylosternus_occidentalis,Astylosternus_rheophilus,Aubria_occidentalis,Bufo_pentoni,Cardioglossa_gracilis,Cardioglossa_leucomystax,Cardioglossa_nigromaculata,Cardioglossa_pulchra,Chiromantis_rufescens,Chlorolius_koehleri,Conraua_alleni,Conraua_crassipes,Conraua_robusta,Geotrypetes_seraphini,Hemisus_guineensis,Hemisus_marmoratus,Herpele_squalostoma,Hildebrandtia_ornata,Hoplobatrachus_occipitalis,Hylarana_albolabris,Hylarana_amnicola,Hylarana_asperrima,Hylarana_galamensis,Hylarana_lepus,Hylarana_longipes,Hylarana_occidentalis,Hymenochirus_boettgeri,Hyperolius_balfouri,Hyperolius_baumanni,Hyperolius_bolifambae,Hyperolius_chlorosteus,Hyperolius_concolor,Hyperolius_fusciventris,Hyperolius_guttulatus,Hyperolius_igbettensis,Hyperolius_lamottei,Hyperolius_nasutus,Hyperolius_nitidulus,Hyperolius_ocellatus,Hyperolius_picturatus,Hyperolius_riggenbachi,Hyperolius_tuberculatus,Hyperolius_viridiflavus,Hyperolius_zonatus,Idiocranium_russeli,Kassina_arboricola,Kassina_cassinoides,Kassina_fusca,Kassina_maculosa,Kassina_schioetzi,Kassina_senegalensis,Leptodactylodon_bicolor,Leptodactylodon_ovatus,Leptodactylodon_perreti,Leptodactylodon_polyacanthus,Leptopelis_aubryi,Leptopelis_boulengeri,Leptopelis_brevirostris,Leptopelis_bufonides,Leptopelis_calcaratus,Leptopelis_macrotis,Leptopelis_millsoni,Leptopelis_modestus,Leptopelis_nordequatorialis,Leptopelis_notatus,Leptopelis_occidentalis,Leptopelis_omissus,Leptopelis_viridis,Nectophryne_afra,Nectophryne_batesii,Nyctibates_corrugatus,Opisthothylax_immaculatus,Petropedetes_natator,Petropedetes_newtoni,Petropedetes_parkeri,Phlyctimantis_boulengeri,Phrynobatrachus_africanus,Phrynobatrachus_alleni,Phrynobatrachus_auritus,Phrynobatrachus_batesii,Phrynobatrachus_calcaratus,Phrynobatrachus_cornutus,Phrynobatrachus_cricogaster,Phrynobatrachus_francisci,Phrynobatrachus_fraterculus,Phrynobatrachus_guineensis,Phrynobatrachus_gutturosus,Phrynobatrachus_hylaios,Phrynobatrachus_latifrons,Phrynobatrachus_liberiensis,Phrynobatrachus_natalensis,Phrynobatrachus_phyllophilus,Phrynobatrachus_plicatus,Phrynobatrachus_sandersoni,Phrynobatrachus_steindachneri,Phrynobatrachus_tokba,Phrynobatrachus_villiersi,Phrynobatrachus_werneri,Phrynomantis_microps,Ptychadena_aequiplicata,Ptychadena_bibroni,Ptychadena_longirostris,Ptychadena_oxyrhynchus,Ptychadena_pujoli,Ptychadena_pumilio,Ptychadena_schillukorum,Ptychadena_stenocephala,Ptychadena_straeleni,Ptychadena_superciliaris,Ptychadena_tellinii,Ptychadena_tournieri,Ptychadena_trinodis,Pyxicephalus_edulis,Scotobleps_gabonicus,Silurana_tropicalis,Tomopterna_cryptotis,Xenopus_fraseri,Xenopus_laevis,Xenopus_muelleri,WDPAID,iucn_cat
Dogo,BEN,Classified Forest,28,polygon,None,None,None,None,None,None,NC,Dec,None,None,None,None,None,Dec,NC,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,NC,Inc,Inc,Dec,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,Inc,None,None,Dec,None,NC,None,Dec,None,NC,None,None,None,None,None,Dec,NC,Dec,None,Dec,None,NC,None,None,None,None,Inc,None,None,None,None,NC,None,None,None,Dec,19277,Not Reported
Dogodou,CIV,Classified Forest,25,polygon,None,NC,None,None,None,None,Inc,None,None,None,None,None,None,Dec,Dec,None,None,NC,None,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,Dec,None,None,NC,None,None,None,None,Dec,Dec,None,None,None,NC,NC,None,None,None,None,None,None,None,None,None,None,NC,NC,NC,NC,Inc,None,None,None,None,NC,None,None,None,NC,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,NC,None,None,NC,None,None,None,NC,None,None,Dec,NC,NC,None,None,NC,None,None,None,NC,None,Inc,None,None,None,NC,None,None,None,None,29583,Not Reported
Dogwandaji,NGA,Forest Reserve,410,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,NC,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,NC,None,None,None,NC,None,None,NC,36338,Not Reported
Doka,NGA,Forest Reserve,656,polygon,None,None,None,None,None,NC,None,Dec,None,None,None,None,None,NC,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,NC,None,None,Dec,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,NC,None,NC,None,Inc,None,None,None,None,None,None,None,Dec,None,Dec,None,Dec,None,NC,NC,None,None,None,NC,None,NC,NC,None,NC,None,None,Inc,NC,36602,Not Reported
Dokin,NGA,Forest Reserve,938,polygon,None,None,None,None,None,Inc,None,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,NC,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Inc,None,NC,None,None,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,NC,None,None,None,NC,None,NC,NC,None,NC,Inc,None,Dec,NC,300732,Not Reported
Dokoro,GIN,Classified Forest,58,polygon,None,None,None,None,None,None,NC,NC,None,None,None,None,None,None,NC,None,None,None,None,Inc,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,NC,Inc,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,NC,None,NC,None,NC,None,NC,Inc,None,None,None,Inc,NC,NC,None,None,NC,None,None,None,None,29416,Not Reported
Doli,SEN,Not Reported,39,polygon,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,Dec,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,Inc,None,NC,None,None,None,None,None,None,None,Dec,None,NC,None,Inc,None,NC,NC,None,None,None,None,None,Dec,None,None,None,NC,None,None,None,352629,Not Reported
Doma,NGA,Forest Reserve,796,polygon,None,None,None,None,None,NC,None,NC,None,None,None,None,None,NC,NC,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,NC,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,None,Dec,None,None,NC,None,None,None,None,None,None,None,None,NC,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,NC,None,Dec,None,None,None,None,None,None,None,NC,None,NC,None,Dec,None,NC,None,None,None,None,NC,None,None,None,None,NC,None,None,Dec,NC,36746,Not Reported
Dome River,GHA,Forest Reserve,156,polygon,None,NC,None,None,None,None,NC,None,None,None,None,None,None,Dec,Dec,None,Inc,NC,None,None,None,NC,None,Dec,None,None,None,None,None,NC,None,None,Inc,None,None,NC,None,None,None,None,Inc,Dec,Inc,None,None,NC,Dec,None,None,NC,None,None,NC,None,None,None,None,None,NC,NC,NC,NC,None,None,Inc,None,NC,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,NC,None,None,None,None,None,NC,None,NC,None,None,None,NC,None,None,None,NC,None,None,Dec,NC,NC,Dec,None,NC,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,40865,Not Reported
Dono,NGA,Forest Reserve,270,polygon,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,None,None,None,Inc,None,None,None,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,None,None,None,None,NC,None,None,None,None,None,Inc,None,None,None,None,None,None,Inc,None,None,None,NC,None,None,NC,36198,Not Reported
Dora Diaro,CIV,Classified Forest,201,polygon,None,NC,None,None,None,None,NC,Dec,None,None,None,None,None,Dec,Dec,None,None,None,None,None,None,Dec,None,NC,None,None,None,None,None,None,None,None,None,None,None,Inc,None,None,None,None,None,Inc,NC,None,None,NC,NC,None,None,NC,None,None,None,None,None,None,None,None,Dec,None,Inc,Dec,None,NC,Dec,None,None,None,None,None,None,None,None,None,NC,None,NC,NC,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Dec,None,None,None,None,None,None,None,None,None,None,None,None,NC,None,None,Dec,None,None,NC,None,NC,None,Dec,None,None,None,None,None,None,None,Dec,Inc,Dec,NC,Dec,None,NC,None,None,None,None,Inc,Dec,Inc,None,None,Dec,None,None,None,Inc,300818,Not Reported
